wl,refl,refl_u
506.60647,0.04897711401674778,0.0017726622118211044
507.38358,0.049585954065794434,0.001794834905447933
508.16062,0.050222577022645695,0.0018180305336236559
508.93758,0.05090994889439436,0.0018423783449665854
509.71447,0.051586980398306156,0.0018668994503378224
510.49129,0.052411606614392446,0.0018972533914063672
511.26804,0.05322516886517455,0.0019264969463437139
512.04472,0.05405200108347531,0.0019562212385403586
512.82132,0.05491929381344645,0.001988425732708686
513.59785,0.055925626514661465,0.0020249693943349624
514.37431,0.056940279614022045,0.002061209413313971
515.1507,0.058032245054670445,0.002100619001304182
515.92702,0.05914051238599816,0.0021409436903997207
516.70326,0.0602813726522477,0.0021823283046294136
517.47943,0.06161198213044085,0.002230960098934511
518.25554,0.06297062918455859,0.0022801211152910232
519.03156,0.06425734210568995,0.0023265717124064797
519.80752,0.06567820763731352,0.002377906671662092
520.5834,0.06714814394917322,0.0024314570755948127
521.35922,0.06862324455934878,0.0024846500464049052
522.13496,0.07012362171988809,0.0025391679910531256
522.91063,0.07168758766679907,0.00259520666105744
523.68622,0.07319554542970373,0.0026499410077233396
524.46175,0.07480162880280049,0.0027084741445701967
525.2372,0.07641097928874933,0.0027659629403231872
526.01258,0.07791950454785891,0.0028205520160604425
526.78789,0.07931882431604015,0.0028712976427976923
527.56312,0.08075911979738577,0.002923591216347472
528.33829,0.08231402395356735,0.00298074464412238
529.11338,0.0836210931472053,0.0030267900295464427
529.8884,0.08504634516550605,0.0030788553309687907
530.66335,0.08624309887244407,0.0031223311516224432
531.43823,0.08752896641968004,0.0031683848175900163
532.21303,0.08853148206191892,0.003205292012358401
532.98776,0.08972682650890083,0.003248498738096824
533.76242,0.09063219571126589,0.0032803004765805995
534.53701,0.09152294767026686,0.0033139126659506033
535.31153,0.09259368804068757,0.003351289957646063
536.08597,0.09343376005608772,0.003383479823898747
536.86035,0.09420707823705468,0.0034098896619173254
537.63465,0.09482709460053093,0.003433262137497134
538.40887,0.09542422429571415,0.0034544637654700043
539.18303,0.09628409308275328,0.0034852707221859286
539.95712,0.09687280032653285,0.003506378457521986
540.73113,0.09741246272368005,0.003526476534197105
541.50507,0.09784149326743127,0.0035419151030407097
542.27894,0.09824483752039012,0.0035552168445024132
543.05273,0.09890124767544052,0.003580169336085555
543.82646,0.09943004836015636,0.003599084011116791
544.60011,0.10001203932188792,0.00362039408888533
545.37369,0.10050259822089155,0.003638855037465067
546.1472,0.10086935254780019,0.0036516050607450804
546.92063,0.1014376582314307,0.0036711659589212203
547.694,0.10199351435271314,0.0036916772670934138
548.46729,0.10263492989379855,0.0037151092208725154
549.24051,0.10310831440654113,0.003733042219241658
550.01366,0.10353418945900564,0.0037475871337146775
550.78673,0.10402606305713949,0.0037660333484044
551.55974,0.10444517058155395,0.0037817854045278944
552.33267,0.10485844482240436,0.003795232075321219
553.10553,0.10526329846005049,0.003809276452959723
553.87831,0.10555548369212081,0.003820582053836494
554.65103,0.10561990704473945,0.003823884508950222
555.42367,0.1058430051761059,0.0038312589541300416
556.19625,0.10584528498238774,0.0038317065568149134
556.96874,0.10581449967223933,0.0038300268609418116
557.74117,0.10568055265482075,0.0038262718997900554
558.51353,0.10538696519327449,0.0038151897628862248
559.28581,0.10507781405907288,0.003805272833428524
560.05802,0.10452369430738621,0.003784069909287608
560.83016,0.10419694223127607,0.003772103074025439
561.60223,0.10384543147764543,0.0037602020652207674
562.37422,0.10329240927576237,0.0037398042767938706
563.14615,0.10265198166567227,0.003717222619081447
563.918,0.10206279759623794,0.0036940452828085482
564.68978,0.10135118114758272,0.0036695843513464676
565.46148,0.1007800711055292,0.003648270484026457
566.23312,0.09978276012655124,0.0036127531868508297
567.00468,0.09897512197891033,0.003583390153190103
567.77617,0.0981268448412742,0.0035521365795255773
568.54759,0.09728931611565128,0.0035240965356919712
569.31893,0.09633203071242319,0.003489072977068763
570.09021,0.09519707230891371,0.003446897185691292
570.86141,0.09424304353643263,0.003413246087407175
571.63254,0.09334034175664678,0.0033799193064208734
572.4036,0.0922930651999614,0.0033431635829850558
573.17458,0.0913234328918653,0.0033076775513600104
573.9455,0.09045810734052087,0.0032743868442048287
574.71634,0.08967861892522812,0.00324719336647807
575.48711,0.08881508769469906,0.003215506349901404
576.25781,0.08800592878724468,0.0031867625061009243
577.02843,0.08725294201677324,0.0031591468288996467
577.79899,0.08659280225671895,0.0031353721284604072
578.56947,0.08580761221792027,0.003107842617452657
579.33988,0.0851028884696609,0.00308215597039984
580.11021,0.08448025125244456,0.0030588670040187973
580.88048,0.08391387015885704,0.0030378840543968306
581.65067,0.08346323556730476,0.003022669574247
582.42079,0.08301262825051589,0.003005140181209336
583.19084,0.08257048674309926,0.0029896881310065015
583.96082,0.08218684393153564,0.0029757461658082027
584.73072,0.08173256207223753,0.002959518406504126
585.50055,0.08128005077454355,0.0029429437155751607
586.27031,0.08086047201377017,0.0029280475605400875
587.04,0.08040302534958363,0.002911106133731816
587.80962,0.08015739269928358,0.0029025364772750297
588.57916,0.07979913986114529,0.0028892009036080094
589.34863,0.07944692970541502,0.002876414210749179
590.11803,0.07915442776443149,0.002866546507948921
590.88736,0.07881816140572771,0.002854891800946623
591.65662,0.07858175255202349,0.0028453822728204386
592.4258,0.0784796922273525,0.0028420020987807433
593.19491,0.07828550863866565,0.0028353722042145876
593.96395,0.07811289171573002,0.0028290856401685825
594.73292,0.07805674345708054,0.0028267864809590174
595.50181,0.07792190254662486,0.002821698246897185
596.27063,0.07776829969248888,0.0028156662090659864
597.03938,0.0777185544090912,0.0028142270590287076
597.80806,0.07753941560319284,0.0028076850678381694
598.57667,0.0774819304155546,0.002805551338771873
599.3452,0.07746876000402729,0.002805596306873311
600.11366,0.07738613315072017,0.0028028946632577107
600.88205,0.07736869596987028,0.0028026166649600106
601.65037,0.07732424630023645,0.0027995551732272407
602.41862,0.07714817092955505,0.0027935244267354776
603.18679,0.07702495430040628,0.002788918576658893
603.95489,0.07683538475012269,0.002781820935643281
604.72292,0.07661825620946829,0.002774522871940036
605.49088,0.07650921363818337,0.0027704625030496913
606.25876,0.0763271431176948,0.002763576789830348
607.02657,0.07604858695890371,0.0027536979747633185
607.79431,0.07581437502943919,0.002745231213169202
608.56198,0.07565397199147846,0.002739649332667247
609.32958,0.07526606075291874,0.002725488585883643
610.0971,0.07488282366821683,0.002711706448467702
610.86455,0.07451213753385563,0.0026975411532824244
611.63193,0.07413174517088326,0.002683651305981056
612.39924,0.07386197451272418,0.0026746510717727185
613.16648,0.07343871936535093,0.002660077530831164
613.93364,0.07293038270095782,0.002641465726180594
614.70073,0.07263934441594834,0.0026299831216966122
615.46775,0.07222933371180319,0.0026161051545461923
616.2347,0.07188889020088425,0.0026026671495906436
617.00157,0.07159284955653793,0.0025925135202939584
617.76837,0.07123757184999112,0.0025801465422028
618.5351,0.07093796293446739,0.002568900461574099
619.30176,0.07064562068836369,0.0025587200134094454
620.06835,0.0704288936786422,0.0025508022758489366
620.83486,0.07010289686021678,0.0025390222505186437
621.6013,0.06985693469152501,0.002529839273625218
622.36767,0.06965014476786097,0.002523385815424863
623.13397,0.06948536883266977,0.0025165730437300194
623.90019,0.06934066636007208,0.00251139533380286
624.66634,0.06923076875095538,0.0025077446196188477
625.43242,0.06915998306041986,0.0025052556507224456
626.19843,0.06906706929270343,0.0025016910332769956
626.96437,0.0689866985307292,0.0024982978025764927
627.73023,0.06889997072874164,0.0024953145861950784
628.49602,0.06876605378088618,0.0024905719274285155
629.26174,0.06879083153062872,0.0024920119884387255
630.02739,0.06875553080588852,0.0024900008556116714
630.79296,0.06868104860783716,0.002488426881408822
631.55847,0.06866051158436441,0.0024871678650074205
632.3239,0.06865407551639051,0.0024866147969002405
633.08926,0.0685892537794137,0.0024843767329469552
633.85454,0.06855615255825118,0.0024833593864094575
634.61976,0.06833323760745533,0.0024756319648707543
635.3849,0.06819960189786264,0.002469930146074314
636.14997,0.06802337755416128,0.002464357787922943
636.91497,0.06777862266433936,0.002454500502681949
637.67989,0.06747277095105553,0.0024438456016422894
638.44474,0.06722899634116768,0.0024349549861953394
639.20952,0.06688904479145828,0.002423473847079526
639.97423,0.06642898537266936,0.002405962340796824
640.73887,0.0660411554988876,0.0023915733887230877
641.50343,0.06555239837111838,0.002374963159376393
642.26792,0.065284950306906,0.002364142808275324
643.03234,0.06479133496809146,0.0023467620779003546
643.79669,0.06435376521180017,0.0023309109877309797
644.56097,0.06389295189999754,0.0023141532768294064
645.32517,0.06345605885462688,0.0022983055814184143
646.0893,0.06298242611070995,0.0022822559239723786
646.85336,0.06271239058455115,0.002272028207181958
647.61734,0.06219879916225457,0.002252651299154847
648.38126,0.06187202387252843,0.0022407401853080586
649.1451,0.06151208509448419,0.0022284127305904175
649.90887,0.061251571199167534,0.0022184123946277917
650.67257,0.06099297092186594,0.0022095561088882796
651.43619,0.06066817190692979,0.0021974975718071946
652.19974,0.06044686348353588,0.002189583466276493
652.96323,0.06021879307654238,0.002180967896819259
653.72663,0.06000549391238422,0.0021734284489578043
654.48997,0.059916015244250484,0.002170309576904442
655.25323,0.05984659547290947,0.0021678323188826253
656.01642,0.059607981052549365,0.0021595592151402417
656.77954,0.05938281224285848,0.0021516972065616755
657.54259,0.059197001341207374,0.002144281251812773
658.30557,0.05879928157928514,0.002129562636083975
659.06847,0.058621712635384876,0.002122452905705099
659.8313,0.058430999565477336,0.0021164463444721996
660.59406,0.05821117466972263,0.00210837323200738
661.35674,0.05795555584047377,0.002099603651377304
662.11936,0.05767695271757896,0.00208879057464784
662.8819,0.05744534065369235,0.002081047024744085
663.64437,0.0570592561102516,0.0020663786791289365
664.40676,0.056755211640961624,0.0020558169153446085
665.16909,0.056589223660702105,0.0020496741401980264
665.93134,0.05636208304792574,0.002041835774760749
666.69352,0.05616617696768822,0.002033912099028664
667.45563,0.055984615941068856,0.0020278351313919025
668.21766,0.05579263575666947,0.0020208734738687275
668.97962,0.05568539951447615,0.0020173300753114506
669.74152,0.055523748140652036,0.002011392010116001
670.50333,0.05557171634803458,0.0020125610401598476
671.26508,0.055552376904992304,0.0020122838483310193
672.02675,0.05556129912238531,0.0020116414850360224
672.78836,0.055476362317005666,0.0020100367355485515
673.54988,0.055517820930854694,0.0020112251319754425
674.31134,0.05561832864549933,0.002014048306572356
675.07273,0.055738309777910736,0.002018909178570253
675.83404,0.05570048401135675,0.0020178020312274767
676.59528,0.05590781826279363,0.0020248746071695
677.35645,0.05605798349122237,0.0020310886357916063
678.11754,0.056247065026369905,0.0020375389485037714
678.87857,0.05643358480174618,0.0020432826320898323
679.63952,0.056610701924493516,0.002050724653872855
680.4004,0.056752826797791395,0.0020554445884089275
681.1612,0.05713996821595782,0.002069604650046727
681.92194,0.057407103959422376,0.002078989282537498
682.6826,0.05777484286132097,0.0020922078571507167
683.44319,0.05812095975448262,0.0021057170411722887
684.2037,0.05865532404541723,0.0021246591638771225
684.96415,0.05928030277393421,0.002146579807604495
685.72452,0.05982703344343453,0.0021672880018104336
686.48482,0.06046795611683576,0.0021903913898682135
687.24505,0.061480764723671213,0.0022266643883899913
688.00521,0.06289831951664918,0.002278513570352585
688.76529,0.06417482421285672,0.0023240469726216284
689.5253,0.06499330000276682,0.0023545688091474817
690.28524,0.06632813086549028,0.0024025947586975393
691.04511,0.06806336110103708,0.002464867813975331
691.8049,0.0697196122254893,0.002524921153222074
692.56462,0.0716363460714722,0.0025953590695169657
693.32427,0.07406268031960259,0.0026830817025023427
694.08385,0.07681779806171961,0.002782185683992743
694.84335,0.07999699251877469,0.002897287564422641
695.60278,0.08333237269419058,0.0030186339154836313
696.36214,0.0868673958410248,0.0031451547438719036
697.12143,0.09080831698003294,0.00328856640157273
697.88065,0.0948987916504288,0.003438021777742084
698.63979,0.09937359981658722,0.003598737298821407
699.39886,0.10437690091542852,0.003780451585627985
700.15786,0.10947117913810464,0.003965175082333674
700.91679,0.11476742373603811,0.004155877210883787
701.67564,0.12076196304641017,0.0043737906893275965
702.43442,0.12648253568975545,0.00458032797484787
703.19313,0.13237481551795877,0.004793460238208197
703.95177,0.13858586799267528,0.005019894382444598
704.71033,0.14466221842937757,0.005238961316931989
705.46882,0.15082937954158654,0.005462288810255974
706.22724,0.15710969688515591,0.005688819503360539
706.98559,0.16349911334704847,0.005921847572350043
707.74386,0.17020178655408932,0.00616486689451152
708.50207,0.17701922601562567,0.006411458230678668
709.2602,0.18362928143779297,0.0066515338140414205
710.01826,0.19053263656125383,0.006900106243184716
710.77624,0.197389487012974,0.0071475400339799915
711.53415,0.204263797524236,0.007398650926616188
712.29199,0.21102356864978458,0.00763782624281287
713.04976,0.21832075542971724,0.007906909828833771
713.80746,0.22564363369478566,0.008173299249860527
714.56508,0.2329980842136629,0.008436833023476975
715.32263,0.24043021252860483,0.008707571752574278
716.08011,0.2478616106619594,0.008973676222388226
716.83752,0.2553585775590281,0.009245211588969507
717.59485,0.2632603955828224,0.009533365116867388
718.35212,0.2718559217388535,0.009849524842382522
719.10931,0.28035319705548434,0.01015119600555886
719.86642,0.2885582263203336,0.010453165033055855
720.62347,0.29690164057961943,0.010754571079305263
721.38044,0.3050014664845036,0.011047345355598063
722.13734,0.3121990408701363,0.011307526362910974
722.89417,0.3188156294291686,0.011546862693589682
723.65092,0.3263866184942135,0.011821574125314
724.4076,0.33473085425647564,0.012121564242692716
725.16421,0.3431838946721473,0.012430627134793652
725.92075,0.35106011300588524,0.012715107125845886
726.67722,0.35895711749604126,0.013002128345533057
727.43361,0.3663903543875106,0.013270875042350503
728.18993,0.3741862216775722,0.013552819705539836
728.94618,0.3818201685006921,0.01382761064252131
729.70236,0.38876406893549353,0.014076902321366862
730.45846,0.39618758052738284,0.014351664771612548
731.21449,0.40317487082616393,0.01460487721400792
731.97045,0.4096524775687629,0.014837770024626417
732.72634,0.41617354737605067,0.01507633156941509
733.48215,0.42238714580083764,0.015300815528108858
734.23789,0.42819892077768523,0.015507749147434191
734.99356,0.4346409151963037,0.015741654581294017
735.74916,0.4408650911720064,0.015967581142793202
736.50468,0.44652553511327575,0.01616646205217343
737.26013,0.4523757146010215,0.01638158962933362
738.01551,0.45751805760283915,0.016564531789347664
738.77082,0.46265414561835605,0.016753174983755184
739.52606,0.4680837043021372,0.016949772426294762
740.28122,0.4725804450093085,0.017115426926133954
741.03631,0.4769040862523393,0.017267328181139765
741.79133,0.4813641162017411,0.01742892978543422
742.54627,0.4854062009210172,0.017573744802971674
743.30114,0.4889455470804638,0.017703072265753492
744.05594,0.4927270972077754,0.017840190461534722
744.81067,0.4970071305455363,0.0180029530255393
745.56533,0.5002461290638173,0.018116945970695617
746.31991,0.5043765986080074,0.018257858187129557
747.07442,0.5069566196008348,0.018352918594430074
747.82886,0.5101918408981333,0.018470422197008875
748.58322,0.5126520058887932,0.018560023909812557
749.33752,0.514872235216716,0.018642670973227044
750.09174,0.5178969240414742,0.01875070494945805
750.84589,0.5199763439770544,0.01882676528373784
751.59996,0.5218471774001975,0.0188939858976058
752.35397,0.524682635288878,0.01899813276492288
753.1079,0.5268282626220141,0.019070585800079653
753.86175,0.5282753087865258,0.019121946239980935
754.61554,0.5301340919913434,0.01919061218615871
755.36925,0.5319318532875772,0.019260153285306943
756.1229,0.5335223806467954,0.019314486113852915
756.87646,0.5348557764007046,0.019357831487666555
757.62996,0.5359167229613593,0.01939905837499487
758.38338,0.5372141092480714,0.019447989310242404
759.13674,0.5387243713172616,0.019497841258115288
759.89001,0.5406345149325746,0.019573613777682023
760.64322,0.5452608348812749,0.01974057388525816
761.39635,0.5527071410704942,0.020013573419869674
762.14942,0.5542673766154016,0.02007059036219285
762.90241,0.5512892245241754,0.019961730138104438
763.65532,0.552787388523832,0.02000975450635992
764.40817,0.55380938188195,0.02005296347671183
765.16094,0.5535877327518582,0.020043320546549653
765.91364,0.5536306784968028,0.0200524613569972
766.66626,0.5534473648532513,0.020038144185765733
767.41882,0.5538599229731315,0.020056701754513403
768.1713,0.5534441221162761,0.020041555616691468
768.92371,0.553666790112268,0.020043417427428704
769.67605,0.5539066564565696,0.020055430803138694
770.42831,0.5542447510032837,0.020063723489474754
771.1805,0.5540333524390495,0.020056882776684683
771.93262,0.5546408349338386,0.02007403435964676
772.68467,0.5549390051778474,0.020090211399853945
773.43664,0.5554583315662309,0.02010866554681901
774.18854,0.5554145958185918,0.020105741512395168
774.94037,0.555954851350723,0.02012734157151773
775.69213,0.5564120199350118,0.020145234198050282
776.44382,0.5560544030386443,0.020130237108263574
777.19543,0.5560991171437406,0.020132849282462097
777.94697,0.5571492944942825,0.020166277531724886
778.69843,0.558474792282048,0.020224744111174836
779.44983,0.5587748773857233,0.020223398467836974
780.20115,0.5589409952251552,0.020239344729161675
780.9524,0.5587844728980773,0.02022824645711012
781.70358,0.5588786810180318,0.02023215644965253
782.45468,0.559427778018279,0.020253901772427307
783.20571,0.5600717474987503,0.02027442848772064
783.95667,0.5603402966978174,0.0202869161302502
784.70756,0.5603552062343806,0.020287305566520253
785.45837,0.5601009178361124,0.020273858406179717
786.20912,0.5604018164991247,0.020291554698116217
786.95978,0.5611467663781059,0.020317221883945236
787.71038,0.5615033336957741,0.020334018943879293
788.46091,0.5610724334388641,0.0203122763724926
789.21136,0.5610177856391088,0.02031222095153411
789.96174,0.5620690752481621,0.020350242567539846
790.71204,0.5623769435578025,0.020352115009959044
791.46228,0.5628481285635427,0.020376706034171393
792.21244,0.5632926795292613,0.020396831575815635
792.96253,0.5633864677935059,0.02039708369788902
793.71255,0.5631980160796282,0.02038575810109684
794.46249,0.5634669904367988,0.02039366498467886
795.21236,0.563912406424791,0.020408138546433773
795.96216,0.5646799225361777,0.020441272743511055
796.71189,0.5646205406283502,0.020439501793006097
797.46154,0.5652636408504814,0.020468478123168314
798.21112,0.5649822333211748,0.02046071554883896
798.96063,0.5649861835575913,0.020451461238602017
799.71007,0.5655712167565751,0.02047446847524945
800.45943,0.5657433401432598,0.020480735906258176
801.20872,0.5656735587156834,0.020475629755807002
801.95794,0.5659032383386119,0.020486492375191803
802.70709,0.5666398586502115,0.020508510980646693
803.45616,0.5668492967603462,0.02052016207809634
804.20516,0.5673161655113437,0.020536354648103463
804.95409,0.5670286456777888,0.020528441567140947
805.70295,0.5668360665502344,0.020522777875131744
806.45173,0.5665975715161651,0.020511738372549458
807.20044,0.5670111496023281,0.02052686776363807
807.94908,0.5680256046195621,0.02056710260011205
808.69765,0.5679749986066126,0.020566181145872962
809.44614,0.5672280953474333,0.020537609150906626
810.19456,0.5676856702677086,0.02054947591319615
810.94291,0.5682140244116988,0.020576282422491033
811.69119,0.5677277010664136,0.02056247979134878
812.43939,0.5672796406127557,0.020539941861332102
813.18752,0.5677567549760526,0.02055448419530472
813.93558,0.5673712316387233,0.020540543161572847
814.68356,0.5666919540612242,0.020519734502170497
815.43148,0.5666527385085159,0.020515197744624274
816.17932,0.5675643558169077,0.02054281447770458
816.92708,0.5683615827040656,0.020581542690909907
817.67478,0.5677678215758186,0.020564298058144314
818.4224,0.56713796687303,0.020534211417053336
819.16995,0.5676204284453051,0.02055820805143923
819.91743,0.5674019810158943,0.02053634546314507
820.66483,0.5670232792116208,0.02052914544456129
821.41217,0.5674482204357633,0.020544146144808737
822.15943,0.5669966682795492,0.02053440955116533
822.90661,0.5665536459464174,0.02050279844052403
823.65373,0.5666260902146403,0.02051451483740083
824.40077,0.5661033046194207,0.020499688495249888
825.14774,0.5660185480016813,0.020490660563207676
825.89464,0.5664073324707104,0.02050904154466535
826.64146,0.5656079666361213,0.02048527667378582
827.38821,0.5651174410951342,0.02046049253267125
828.13489,0.5655371095176529,0.020481624504486963
828.8815,0.5650815006858824,0.020457909404886884
829.62803,0.564815668730075,0.020455904623781926
830.37449,0.5643404369331517,0.020435101116769484
831.12088,0.5639824784125779,0.02041974808073428
831.8672,0.5634941374077598,0.020402616003245555
832.61344,0.5633898132448486,0.020400554681714218
833.35961,0.5623247656512084,0.020360450843014046
834.10571,0.5631221689290995,0.020387258988926595
834.85173,0.5620865677543239,0.020357870742673995
835.59769,0.562379664472964,0.0203644922296967
836.34357,0.5620285964434977,0.02034601549775111
837.08937,0.5616297463609449,0.020326452180909844
837.83511,0.5619639431566835,0.020340158167805128
838.58077,0.562046815545658,0.02034342708407717
839.32636,0.561648483362857,0.020335177791612417
840.07188,0.5615221059720831,0.020328587407493173
840.81732,0.5613044567154016,0.0203168465145687
841.5627,0.561445945666369,0.020322150152635873
842.308,0.5616192798481215,0.020330135458739202
843.05322,0.5613906510257144,0.020329359799584674
843.79838,0.5610430794017244,0.0203104393872837
844.54346,0.5610107420266395,0.020310911596281817
845.28847,0.56050884537599,0.020289196079624285
846.0334,0.5607077193835693,0.020296196873621563
846.77827,0.5609113397884075,0.020304778322346628
847.52306,0.5616215137856783,0.020332971455654065
848.26778,0.5613044460850899,0.020317509050558076
849.01242,0.5611014868131472,0.020302795125686387
849.75699,0.5605717482942937,0.0202910841114794
850.50149,0.5598449248504345,0.020267818229148787
851.24592,0.560515555464811,0.02029038672934185
851.99028,0.560289889430903,0.020281825744342147
852.73456,0.5603299626491376,0.02028219893345666
853.47877,0.5600200326915767,0.020267319577966143
854.22291,0.5598325039204867,0.020259119624157856
854.96697,0.5604361675645679,0.020285591068096763
855.71096,0.5602702545656207,0.020287036226741016
856.45488,0.559037473968011,0.020233698642733947
857.19873,0.5598994734180033,0.02026282219526281
857.9425,0.5592021315725364,0.020241231715669994
